index,gender,car,reality,income_type,edu_type,family_type,house_type,occyp_type,family_size,age,work_year,use_month,income_total,credit
14974,0,0,1,State servant,Higher education,Married,House / apartment,Core staff,2,41,13,51,405000.0,2.0
14975,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Cooking staff,4,47,4,22,90000.0,2.0
14976,1,1,0,Working,Secondary / secondary special,Married,Municipal apartment,Laborers,2,49,4,13,184500.0,2.0
14977,0,0,0,State servant,Secondary / secondary special,Married,With parents,Medicine staff,2,47,26,30,112500.0,2.0
14978,0,1,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,60,0,15,180000.0,0.0
14979,1,0,0,Commercial associate,Lower secondary,Married,House / apartment,Laborers,3,29,7,22,180000.0,0.0
14980,0,0,1,Commercial associate,Higher education,Married,House / apartment,Core staff,3,41,10,9,225000.0,2.0
14981,0,1,0,Pensioner,Lower secondary,Married,House / apartment,Unoccupied,2,64,0,56,58500.0,2.0
14982,1,0,1,Working,Secondary / secondary special,Married,House / apartment,Security staff,2,64,8,5,157500.0,2.0
14983,1,1,1,Pensioner,Higher education,Married,House / apartment,Unoccupied,2,66,0,16,225000.0,1.0
14984,1,0,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,24,2,29,112500.0,1.0
14985,0,1,1,Commercial associate,Higher education,Civil marriage,House / apartment,Medicine staff,2,35,5,40,135000.0,0.0
14986,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,44,3,56,90000.0,2.0
14987,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Managers,2,34,8,47,180000.0,2.0
14988,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,4,41,9,37,76500.0,1.0
14989,1,0,1,State servant,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,25,7,11,180000.0,2.0
14990,0,1,1,Commercial associate,Incomplete higher,Married,House / apartment,High skill tech staff,2,31,4,13,157500.0,1.0
14991,1,0,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,3,34,2,39,157500.0,1.0
14992,1,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,35,2,48,180000.0,2.0
14993,0,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,Cooking staff,1,59,3,30,112500.0,2.0
14994,1,1,1,Working,Secondary / secondary special,Single / not married,House / apartment,Drivers,1,35,10,8,315000.0,2.0
14995,1,0,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,52,14,40,225000.0,2.0
14996,0,0,0,Commercial associate,Secondary / secondary special,Married,With parents,Sales staff,3,30,1,19,112500.0,2.0
14997,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Core staff,4,40,4,43,171000.0,1.0
14998,0,1,1,Commercial associate,Incomplete higher,Single / not married,House / apartment,Core staff,1,25,4,56,315000.0,2.0
14999,1,1,0,Commercial associate,Higher education,Married,Municipal apartment,High skill tech staff,3,39,17,18,283500.0,2.0
15000,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,2,45,3,46,157500.0,2.0
15001,0,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,2,42,16,7,315000.0,1.0
15002,0,1,0,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,2,40,12,30,216000.0,0.0
15003,0,1,1,Working,Secondary / secondary special,Married,House / apartment,Security staff,2,40,16,5,112500.0,2.0
15004,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,47,9,14,180000.0,2.0
15005,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,46,21,40,117000.0,0.0
15006,0,1,0,Working,Higher education,Married,With parents,Accountants,2,31,3,11,180000.0,2.0
15007,0,1,1,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Medicine staff,3,44,22,26,315000.0,2.0
15008,0,1,0,State servant,Secondary / secondary special,Married,House / apartment,Core staff,3,41,4,2,67500.0,1.0
15009,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,39,3,41,225000.0,0.0
15010,0,1,1,Working,Higher education,Single / not married,House / apartment,Laborers,1,49,5,14,202500.0,2.0
15011,1,0,1,Working,Higher education,Married,House / apartment,Managers,2,46,1,28,135000.0,2.0
15012,0,0,0,State servant,Higher education,Civil marriage,Office apartment,Laborers,2,54,13,23,90000.0,2.0
15013,0,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,2,56,23,17,234000.0,2.0
15014,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,63,0,10,135000.0,2.0
15015,0,0,0,Working,Higher education,Civil marriage,House / apartment,Core staff,2,41,15,46,202500.0,1.0
15016,1,0,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,40,3,29,216000.0,0.0
15017,0,1,1,Commercial associate,Higher education,Civil marriage,House / apartment,Laborers,3,29,8,56,225000.0,0.0
15018,0,1,0,Working,Higher education,Civil marriage,House / apartment,Accountants,2,32,1,6,112500.0,1.0
15019,1,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,2,33,4,8,202500.0,1.0
15020,1,1,1,State servant,Higher education,Married,House / apartment,Laborers,3,31,9,24,225000.0,2.0
15021,1,0,1,Working,Secondary / secondary special,Married,House / apartment,Security staff,3,33,8,12,157500.0,2.0
15022,0,0,1,Pensioner,Lower secondary,Single / not married,House / apartment,Unoccupied,1,58,0,16,202500.0,2.0
15023,0,0,1,Commercial associate,Higher education,Married,House / apartment,Laborers,3,43,5,14,675000.0,2.0
15024,0,0,1,Pensioner,Secondary / secondary special,Widow,House / apartment,Unoccupied,1,59,0,51,202500.0,2.0
15025,1,1,1,Working,Higher education,Married,House / apartment,Laborers,2,33,1,55,270000.0,2.0
15026,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,3,53,33,52,202500.0,2.0
15027,0,1,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,59,10,48,90000.0,2.0
15028,1,1,1,Working,Higher education,Married,House / apartment,Managers,3,38,5,30,180000.0,2.0
15029,0,0,1,Pensioner,Higher education,Married,House / apartment,Unoccupied,2,58,0,1,135000.0,1.0
15030,0,0,1,Working,Secondary / secondary special,Married,Municipal apartment,Security staff,2,42,3,50,270000.0,2.0
15031,1,1,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,49,1,39,148500.0,2.0
15032,0,1,1,Pensioner,Secondary / secondary special,Widow,House / apartment,Unoccupied,1,60,0,28,90000.0,1.0
15033,0,1,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,59,0,28,76500.0,2.0
15034,0,0,1,Pensioner,Higher education,Married,House / apartment,Unoccupied,2,62,0,21,177750.0,0.0
15035,0,1,1,Commercial associate,Higher education,Married,With parents,Managers,4,34,4,31,315000.0,2.0
15036,0,0,0,State servant,Higher education,Married,Office apartment,Managers,4,34,1,2,90000.0,1.0
15037,1,0,1,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,42,4,12,135000.0,0.0
15038,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,28,3,24,180000.0,2.0
15039,1,1,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Managers,1,47,8,25,225000.0,2.0
15040,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,4,37,9,16,180000.0,2.0
15041,0,1,0,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,2,52,19,19,135000.0,2.0
15042,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,42,9,7,135000.0,1.0
15043,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,60,0,14,90000.0,1.0
15044,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,51,0,32,202500.0,2.0
15045,1,1,1,Commercial associate,Higher education,Married,House / apartment,Drivers,2,44,2,11,405000.0,2.0
15046,0,1,0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,28,1,16,135000.0,2.0
15047,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,41,4,52,180000.0,2.0
15048,0,1,0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,Laborers,2,38,7,6,81000.0,2.0
15049,1,1,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Managers,1,47,8,56,225000.0,2.0
15050,1,0,0,State servant,Incomplete higher,Single / not married,House / apartment,Laborers,1,24,5,24,121500.0,2.0
15051,0,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,2,56,23,45,234000.0,2.0
15052,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,41,6,49,171000.0,0.0
15053,1,1,1,Working,Higher education,Married,With parents,Laborers,2,30,5,26,180000.0,1.0
15054,0,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,2,34,2,7,157500.0,2.0
15055,0,1,1,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,2,54,1,20,405000.0,2.0
15056,0,0,0,State servant,Secondary / secondary special,Married,With parents,Medicine staff,2,47,26,16,112500.0,2.0
15057,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,41,7,23,157500.0,2.0
15058,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,56,0,12,90000.0,1.0
15059,1,1,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,63,0,48,112500.0,2.0
15060,0,0,1,Working,Secondary / secondary special,Civil marriage,With parents,Laborers,3,27,1,39,135000.0,1.0
15061,0,0,0,Working,Higher education,Married,House / apartment,Sales staff,2,48,9,46,157500.0,1.0
15062,1,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,44,0,30,79650.0,2.0
15063,0,0,1,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,48,1,15,247500.0,0.0
15064,0,1,1,Working,Higher education,Single / not married,House / apartment,Laborers,1,32,3,23,112500.0,2.0
15065,1,1,1,Commercial associate,Higher education,Married,House / apartment,Managers,2,59,10,51,292500.0,2.0
15066,0,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,50,27,42,193500.0,2.0
15067,0,0,1,Working,Higher education,Married,House / apartment,Managers,2,44,9,25,225000.0,1.0
15068,0,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,2,56,23,45,234000.0,2.0
15069,1,1,1,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Unoccupied,2,63,0,41,180000.0,2.0
15070,0,0,1,Working,Higher education,Single / not married,House / apartment,Laborers,1,41,1,43,292500.0,0.0
15071,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,48,4,3,135000.0,1.0
15072,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,44,3,6,112500.0,1.0
15073,0,0,1,State servant,Higher education,Married,House / apartment,Core staff,3,34,13,32,405000.0,2.0
15074,1,0,0,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,1,27,1,16,180000.0,2.0
15075,0,1,0,Working,Higher education,Separated,With parents,Core staff,2,36,13,20,184500.0,2.0
15076,0,0,1,Pensioner,Lower secondary,Married,House / apartment,Unoccupied,2,64,0,18,157500.0,2.0
15077,1,1,1,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,Laborers,1,27,6,29,157500.0,0.0
15078,0,1,1,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Core staff,3,31,3,53,112500.0,2.0
15079,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Managers,3,33,10,24,202500.0,2.0
15080,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,55,11,8,225000.0,2.0
15081,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,46,5,23,157500.0,1.0
15082,0,0,0,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,54,1,42,108000.0,2.0
15083,0,0,1,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,52,29,35,360000.0,1.0
15084,1,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,3,23,3,28,180000.0,2.0
15085,0,0,1,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,Unoccupied,1,60,0,39,144000.0,2.0
15086,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,31,3,51,225000.0,2.0
15087,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,56,0,6,135000.0,1.0
15088,0,1,0,Working,Higher education,Separated,With parents,Core staff,2,36,13,48,184500.0,0.0
15089,0,0,1,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,1,46,2,12,225000.0,2.0
15090,0,1,1,Pensioner,Incomplete higher,Married,House / apartment,Unoccupied,2,58,0,37,67500.0,2.0
15091,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,58,0,24,202500.0,2.0
15092,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Private service staff,3,44,9,6,135000.0,1.0
15093,0,0,1,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Unoccupied,1,60,0,48,90000.0,2.0
15094,0,0,1,Pensioner,Higher education,Single / not married,House / apartment,Unoccupied,1,63,0,37,135000.0,1.0
15095,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,39,9,18,85500.0,2.0
15096,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,41,2,22,247500.0,2.0
15097,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,58,31,33,112500.0,2.0
15098,0,1,0,Working,Higher education,Married,House / apartment,Accountants,2,37,10,18,315000.0,2.0
15099,0,0,1,Working,Higher education,Widow,House / apartment,Sales staff,1,56,16,45,225000.0,2.0
15100,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,3,40,5,12,337500.0,2.0
15101,1,0,1,State servant,Higher education,Married,House / apartment,Core staff,3,29,7,39,202500.0,2.0
15102,1,1,1,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,27,5,5,112500.0,1.0
15103,1,0,1,State servant,Secondary / secondary special,Married,House / apartment,Drivers,4,38,19,20,675000.0,1.0
15104,0,0,1,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Realty agents,3,32,9,3,180000.0,1.0
15105,0,1,1,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,2,56,11,13,180000.0,2.0
15106,1,0,1,Commercial associate,Incomplete higher,Civil marriage,House / apartment,Managers,2,45,8,6,360000.0,1.0
15107,0,0,1,Working,Secondary / secondary special,Married,Municipal apartment,Laborers,2,48,16,34,90000.0,2.0
15108,0,0,0,Commercial associate,Incomplete higher,Married,House / apartment,Laborers,3,33,7,28,247500.0,1.0
15109,0,0,1,Working,Higher education,Married,Co-op apartment,Laborers,4,42,1,22,225000.0,1.0
15110,0,0,1,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,2,39,2,40,337500.0,2.0
15111,0,1,1,Working,Secondary / secondary special,Widow,House / apartment,Managers,3,29,12,25,225000.0,1.0
15112,0,1,1,Working,Incomplete higher,Married,House / apartment,Core staff,4,31,1,34,121500.0,1.0
15113,0,1,0,State servant,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,59,11,28,112500.0,2.0
15114,0,1,1,Working,Incomplete higher,Married,House / apartment,Laborers,2,25,5,54,157500.0,1.0
15115,0,1,1,Working,Higher education,Married,House / apartment,High skill tech staff,2,50,3,19,112500.0,1.0
15116,1,1,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,35,1,11,90000.0,2.0
15117,0,0,1,Working,Higher education,Married,House / apartment,Laborers,2,47,21,28,405000.0,0.0
15118,0,1,1,Working,Secondary / secondary special,Single / not married,With parents,Medicine staff,1,25,1,6,112500.0,2.0
15119,1,0,1,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,49,12,10,99000.0,2.0
15120,0,0,0,Working,Higher education,Single / not married,Rented apartment,Medicine staff,1,37,6,13,270000.0,2.0
15121,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,2,43,16,37,202500.0,1.0
15122,0,1,1,Commercial associate,Higher education,Civil marriage,House / apartment,Sales staff,2,38,11,24,180000.0,2.0
15123,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,65,0,12,112500.0,1.0
15124,0,0,1,Working,Secondary / secondary special,Separated,Municipal apartment,Sales staff,1,36,3,3,67500.0,1.0
15125,0,1,1,Working,Higher education,Separated,House / apartment,Accountants,1,36,11,42,540000.0,2.0
15126,0,1,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,3,41,10,43,112500.0,2.0
15127,1,0,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,42,1,17,225000.0,0.0
15128,1,1,1,Working,Higher education,Married,House / apartment,Managers,2,60,11,59,360000.0,2.0
15129,0,0,1,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,1,46,2,25,225000.0,2.0
15130,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,49,19,36,675000.0,2.0
15131,0,0,0,State servant,Higher education,Married,House / apartment,Core staff,2,31,3,14,157500.0,2.0
15132,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,54,18,30,540000.0,0.0
15133,0,1,0,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,37,6,7,247500.0,2.0
15134,0,1,0,Working,Secondary / secondary special,Widow,House / apartment,Core staff,1,63,10,17,135000.0,1.0
15135,0,0,0,Pensioner,Secondary / secondary special,Separated,Municipal apartment,Unoccupied,1,59,0,12,112500.0,2.0
15136,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,30,1,43,135000.0,0.0
15137,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,2,54,3,24,87750.0,2.0
15138,0,1,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Unoccupied,1,63,0,5,121500.0,2.0
15139,0,1,1,Commercial associate,Higher education,Married,House / apartment,Managers,2,27,5,39,180000.0,2.0
15140,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,42,10,48,135000.0,2.0
15141,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,58,0,35,135000.0,2.0
15142,0,0,1,Commercial associate,Secondary / secondary special,Single / not married,With parents,Core staff,1,24,1,18,81000.0,2.0
15143,0,1,1,Commercial associate,Secondary / secondary special,Widow,House / apartment,Accountants,1,59,15,60,135000.0,2.0
15144,0,1,1,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,44,4,9,135000.0,2.0
15145,0,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,2,40,4,3,247500.0,1.0
15146,1,1,1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Drivers,1,55,10,45,180000.0,1.0
15147,0,0,1,Commercial associate,Incomplete higher,Single / not married,House / apartment,Laborers,1,30,2,17,135000.0,2.0
15148,0,0,1,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Unoccupied,1,66,0,52,157500.0,2.0
15149,1,1,0,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,27,7,4,202500.0,0.0
15150,0,0,0,State servant,Higher education,Civil marriage,House / apartment,Core staff,2,60,15,16,234000.0,2.0
15151,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,3,43,6,32,180000.0,2.0
15152,0,1,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,46,20,47,391500.0,1.0
15153,0,0,1,Working,Higher education,Married,With parents,Sales staff,2,38,13,19,135000.0,2.0
15154,1,1,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,64,0,53,135000.0,2.0
15155,0,1,0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,28,1,14,135000.0,0.0
15156,1,1,1,Commercial associate,Higher education,Civil marriage,House / apartment,High skill tech staff,3,46,7,20,900000.0,2.0
15157,1,1,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,4,35,14,56,180000.0,2.0
15158,1,1,0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Laborers,2,26,9,15,180000.0,2.0
15159,0,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,37,2,29,225000.0,0.0
15160,1,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,54,0,1,99000.0,1.0
15161,1,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,4,66,0,10,81000.0,2.0
15162,1,1,0,State servant,Secondary / secondary special,Married,Rented apartment,Managers,3,42,18,16,315000.0,2.0
15163,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,58,0,7,99000.0,2.0
15164,1,1,1,Working,Secondary / secondary special,Single / not married,House / apartment,Cleaning staff,1,50,5,33,180000.0,2.0
15165,0,0,1,State servant,Higher education,Married,House / apartment,Laborers,2,49,32,25,315000.0,0.0
15166,0,1,1,Working,Higher education,Widow,House / apartment,Managers,1,32,5,25,202500.0,2.0
15167,0,0,0,Commercial associate,Higher education,Married,House / apartment,Laborers,3,34,4,26,144000.0,2.0
15168,0,0,0,Commercial associate,Higher education,Civil marriage,House / apartment,Core staff,2,50,12,10,247500.0,0.0
15169,0,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,50,4,20,247500.0,2.0
15170,1,1,1,Commercial associate,Higher education,Married,House / apartment,Security staff,2,38,4,6,112500.0,1.0
15171,1,1,0,Working,Secondary / secondary special,Married,Rented apartment,Core staff,2,33,1,38,157500.0,2.0
15172,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,52,33,17,135000.0,0.0
15173,0,0,0,State servant,Higher education,Married,House / apartment,Core staff,3,38,7,28,180000.0,2.0
15174,1,0,0,Working,Secondary / secondary special,Married,Rented apartment,Drivers,2,38,3,4,360000.0,2.0
15175,1,1,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,3,37,3,22,180000.0,2.0
15176,1,1,1,Commercial associate,Higher education,Married,House / apartment,Managers,2,50,21,14,337500.0,2.0
15177,1,0,1,State servant,Secondary / secondary special,Separated,House / apartment,Cleaning staff,1,53,3,32,90000.0,2.0
15178,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,59,0,29,49500.0,2.0
15179,0,1,1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Core staff,1,43,6,8,450000.0,2.0
15180,1,1,1,Working,Incomplete higher,Married,Municipal apartment,Laborers,2,32,7,45,270000.0,2.0
15181,0,0,1,Pensioner,Higher education,Married,House / apartment,Unoccupied,2,62,0,13,360000.0,2.0
15182,0,0,1,State servant,Higher education,Married,House / apartment,Managers,3,48,4,47,256500.0,2.0
15183,0,1,0,Working,Incomplete higher,Married,Rented apartment,Laborers,3,33,10,2,90000.0,1.0
15184,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,34,7,25,180000.0,0.0
15185,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,57,0,21,67500.0,1.0
15186,0,0,1,Working,Higher education,Married,House / apartment,Laborers,2,40,9,48,85500.0,2.0
15187,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,65,0,5,126000.0,2.0
15188,1,0,1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,40,17,57,270000.0,1.0
15189,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,39,12,17,135000.0,2.0
15190,0,1,1,Working,Higher education,Separated,House / apartment,Sales staff,2,38,1,8,270000.0,2.0
15191,0,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,54,5,13,270000.0,1.0
15192,0,1,1,Commercial associate,Higher education,Married,House / apartment,Laborers,2,35,1,33,243000.0,1.0
15193,0,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,59,0,54,171000.0,2.0
15194,0,0,1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Cleaning staff,1,50,4,51,90000.0,2.0
15195,0,1,0,Commercial associate,Secondary / secondary special,Married,Office apartment,Accountants,3,39,8,29,112500.0,2.0
15196,0,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,41,16,47,112500.0,2.0
15197,1,1,0,Working,Higher education,Married,House / apartment,Laborers,2,55,11,37,315000.0,2.0
15198,0,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,41,15,51,202500.0,1.0
15199,0,0,1,Commercial associate,Incomplete higher,Married,House / apartment,Core staff,2,22,2,11,135000.0,2.0
15200,0,0,1,Working,Secondary / secondary special,Married,Office apartment,Laborers,2,52,11,15,225000.0,2.0
15201,0,0,1,Working,Higher education,Married,House / apartment,Core staff,2,27,5,11,157500.0,1.0
15202,0,1,0,Working,Secondary / secondary special,Married,Municipal apartment,Sales staff,2,47,3,34,112500.0,2.0
15203,1,1,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,36,4,4,292500.0,0.0
15204,0,1,0,State servant,Incomplete higher,Single / not married,House / apartment,Core staff,1,32,15,50,126000.0,1.0
15205,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,31,2,37,135000.0,2.0
15206,0,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,55,0,37,103500.0,2.0
15207,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,28,11,6,112500.0,2.0
15208,1,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,32,12,20,112500.0,2.0
15209,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,42,19,13,112500.0,0.0
15210,1,1,0,Commercial associate,Higher education,Civil marriage,House / apartment,Drivers,2,40,2,58,180000.0,2.0
15211,1,1,0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,39,1,43,225000.0,2.0
15212,0,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,3,39,6,15,133650.0,2.0
15213,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Security staff,3,29,4,35,135000.0,1.0
15214,1,0,1,Commercial associate,Higher education,Married,House / apartment,Managers,2,59,3,17,112500.0,2.0
15215,1,0,0,Working,Secondary / secondary special,Married,With parents,Drivers,3,34,4,9,405000.0,2.0
15216,0,0,0,State servant,Secondary / secondary special,Separated,House / apartment,Laborers,1,62,12,60,265500.0,2.0
15217,1,1,1,State servant,Secondary / secondary special,Married,House / apartment,Laborers,4,34,3,9,108000.0,1.0
15218,1,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,47,0,16,76500.0,2.0
15219,0,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,52,3,7,67500.0,2.0
15220,0,0,1,Working,Secondary / secondary special,Married,House / apartment,IT staff,2,28,2,14,103500.0,2.0
15221,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Drivers,4,40,4,4,180000.0,2.0
15222,1,1,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,67,0,24,90000.0,2.0
15223,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,4,46,14,6,144000.0,2.0
15224,0,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,1,47,6,30,103500.0,2.0
15225,0,0,1,Pensioner,Secondary / secondary special,Separated,House / apartment,Unoccupied,1,58,0,49,99000.0,2.0
15226,0,0,1,Working,Higher education,Separated,House / apartment,HR staff,2,41,5,21,180000.0,0.0
15227,0,0,0,Working,Higher education,Married,House / apartment,Sales staff,3,43,3,16,76500.0,2.0
15228,0,1,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,2,34,2,13,180000.0,1.0
